title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,treatment_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_fax,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,data_row_count
"""CRC-36""","""GSM543158""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543158/suppl/GSM543158.txt.gz""","""41000"""
"""CRC-37""","""GSM543159""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543159/suppl/GSM543159.txt.gz""","""41000"""
"""CRC-38""","""GSM543160""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543160/suppl/GSM543160.txt.gz""","""41000"""
"""CRC-39""","""GSM543161""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543161/suppl/GSM543161.txt.gz""","""41000"""
"""CRC-40""","""GSM543162""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543162/suppl/GSM543162.txt.gz""","""41000"""
"""CRC-41""","""GSM543163""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543163/suppl/GSM543163.txt.gz""","""41000"""
"""CRC-42""","""GSM543164""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543164/suppl/GSM543164.txt.gz""","""41000"""
"""CRC-43""","""GSM543165""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543165/suppl/GSM543165.txt.gz""","""41000"""
"""CRC-44""","""GSM543166""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543166/suppl/GSM543166.txt.gz""","""41000"""
"""CRC-45""","""GSM543167""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543167/suppl/GSM543167.txt.gz""","""41000"""
"""CRC-46""","""GSM543168""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543168/suppl/GSM543168.txt.gz""","""41000"""
"""CRC-47""","""GSM543169""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543169/suppl/GSM543169.txt.gz""","""41000"""
"""CRC-48""","""GSM543170""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543170/suppl/GSM543170.txt.gz""","""41000"""
"""CRC-49""","""GSM543171""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543171/suppl/GSM543171.txt.gz""","""41000"""
"""CRC-50""","""GSM543172""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543172/suppl/GSM543172.txt.gz""","""41000"""
"""CRC-51""","""GSM543173""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543173/suppl/GSM543173.txt.gz""","""41000"""
"""CRC-52""","""GSM543174""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543174/suppl/GSM543174.txt.gz""","""41000"""
"""CRC-53""","""GSM543175""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543175/suppl/GSM543175.txt.gz""","""41000"""
"""CRC-54""","""GSM543176""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543176/suppl/GSM543176.txt.gz""","""41000"""
"""CRC-55""","""GSM543177""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543177/suppl/GSM543177.txt.gz""","""41000"""
"""CRC-56""","""GSM543178""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543178/suppl/GSM543178.txt.gz""","""41000"""
