title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,data_row_count
"""Colorectal Adenocarinoma 17774""","""GSM615886""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from colorectal adenocarcinoma 17774""","""Homo sapiens""","""tissue pair: normal adjacent tissue 17800""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with normal adjacent tissue17800""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615886/suppl/GSM615886.txt.gz""","""24526"""
"""Colorectal Adenocarinoma 17775""","""GSM615887""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from colorectal adenocarcinoma 17775""","""Homo sapiens""","""tissue pair: normal adjacent tissue 17801""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with normal adjacent tissue17801""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615887/suppl/GSM615887.txt.gz""","""24526"""
"""Colorectal Adenocarinoma 17776""","""GSM615888""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from colorectal adenocarcinoma 17776""","""Homo sapiens""","""tissue pair: normal adjacent tissue 17802""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with normal adjacent tissue17802""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615888/suppl/GSM615888.txt.gz""","""24526"""
"""Colorectal Adenocarinoma 17777""","""GSM615889""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from colorectal adenocarcinoma 17777""","""Homo sapiens""","""tissue pair: normal adjacent tissue 17803""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with normal adjacent tissue17803""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615889/suppl/GSM615889.txt.gz""","""24526"""
"""Colorectal Adenocarinoma 17778""","""GSM615890""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from colorectal adenocarcinoma 17778""","""Homo sapiens""","""tissue pair: normal adjacent tissue 17804""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with normal adjacent tissue17804""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615890/suppl/GSM615890.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17779""","""GSM615891""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17779""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17753""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615891/suppl/GSM615891.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17780""","""GSM615892""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17780""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17754""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615892/suppl/GSM615892.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17781""","""GSM615893""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17781""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17755""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615893/suppl/GSM615893.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17782""","""GSM615894""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17782""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17756""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615894/suppl/GSM615894.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17783""","""GSM615895""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17783""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17757""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615895/suppl/GSM615895.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17784""","""GSM615896""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17784""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17758""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615896/suppl/GSM615896.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17785""","""GSM615897""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17785""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17759""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615897/suppl/GSM615897.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17786""","""GSM615898""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17786""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17760""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615898/suppl/GSM615898.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17787""","""GSM615899""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17787""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17761""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615899/suppl/GSM615899.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17788""","""GSM615900""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17788""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17762""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615900/suppl/GSM615900.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17789""","""GSM615901""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17789""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17763""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615901/suppl/GSM615901.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17790""","""GSM615902""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17790""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17764""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615902/suppl/GSM615902.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17791""","""GSM615903""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17791""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17765""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615903/suppl/GSM615903.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17792""","""GSM615904""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17792""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17766""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615904/suppl/GSM615904.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17793""","""GSM615905""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17793""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17767""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615905/suppl/GSM615905.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17794""","""GSM615906""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17794""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17768""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615906/suppl/GSM615906.txt.gz""","""24526"""
"""Adjacent non-tumor colorectal tissue 17795""","""GSM615907""","""Public on Jun 03 2011""","""Nov 01 2010""","""Jun 03 2011""","""RNA""","""1""","""total RNA from adjacent non-tumor colorectal tissue 17795""","""Homo sapiens""","""""","""total RNA""","""Total RNA was isolated using the Trizol reagent according to the manufacturerâ€™s protocol. The quality of the RNA samples was assessed using the Bio-Rad Experion RNA StdSens analysis kit.""","""biotin""","""Biotinylated, amplified cRNA was prepared from total RNA using the Illumina TotalPrep RNA Amplification Kit.""","""9606""","""The biotinylated cRNA was hybridized to the BeadChips per standard Illumina hybridization protocol.""","""The hybridized chips were stained and scanned using the Illumina HD BeadArray following the standard Illumina protocol.""","""Paired with tumor 17769""","""Scanned image and bead-level data processing were performed using the Illumina BeadStudio software v3.2. The summarized data for each bead type were then processed, log2 transformed and normalized using Robust Spline Normalization (RSN) as implemented in the R-based lumi package.""","""GPL6883""","""Toshinori,,Hinoue""","""thinoue@usc.edu""","""323-442-7458""","""USC Epigenome Center""","""1450 Biggy Street, NRT G511""","""Los Angeles""","""CA""","""90033-9601""","""USA""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM615nnn/GSM615907/suppl/GSM615907.txt.gz""","""24526"""
